Sentiment,Content
Positive,"Reviewing after 4 months of usage. Like everyone else I always wanted to buy an Iphone. Tbh, camera is the best about it. I still use an Android for daily use and I don't think Iphone interface is user friendly for a long term Android user. But yes, Iphone is really awesome for the camera!"
Positive,Very good phone and camera is awesome but battery is very weak
Positive,"It is amazing me everyday , so many practical and professional features are there ,Awsome display , 20% brightness is enough for indoor activities,The smoothness of the UI is next level experience, the fluid like experience will make you praise it every now and then ,The feel in hand is very premium, feels true to its valueThe battery backup is phenomenal, for normal usage , it can cover upto 1-1.5 day easily on 100% charge , more than that maybe , depends on the casual usageThe camera is out of the world , the colour accuracy is on point, it completely true to natural, you will totally get the colour as I saw when I was taking it ,The skin tone is very accurate for selfies ,Compact size makes it slide into the palm of your hand.Sound quality is very natural, very loud , vocals are clear , very pleasing to earsOne word its awsome, I have bought it for 46000 during sale , every penny of it is truly valued"
Positive,At this price point it's one of the best phones you can get! iOS is smooth as always and the camera setup as absolutely clinical. The downside tho is the minimal battery life but it can get you through an entire day.
Positive,Value for money
Positive,"The first time I am purchasing a apple product, and I am really happy with the product, performance and the delivery."
Positive,"Its a great product. Few things I did not like is the size. I would prefer small sized phones. The option was deprecated when I bought.Also I liked the previous control center coming from bottom and not from top corner, while the phone is big"
Positive,Good phone. Delivery also good. But invoice should contain IMEI number of iphone along with model details.
Positive,"Best value for money amongst 13, 14 and 15"
Positive,"I recently upgraded to the iPhone 13, and I couldn't be happier! The sleek design, stunning display, and lightning-fast performance make it a standout device. The camera quality is exceptional, capturing every moment with clarity and precision."
Positive,Fine product and value for money
Positive,Best phone
Positive,"Apple iPhone is my dream mobile. I am loving this till now, the only concern I'm feeling is, since it is a bit older version the OS updates may be less in the future."
Positive,"If you thinking to buy iphone 13, wait till great indian sale and bbd sale...you will get best discount on it...and in 2024 buy iphone 14...but if your budget id tight buy iphone 13."
Positive,Trend setter ?????
Positive,Amazing camera ????
Positive,Satisfied
Positive,I realy happy about its performanceBut its Battry health will decrease rapidly ëat last it is a good choice to buy an iPhone  ??
Positive,Really really awesome model to be in hands..The display has a great variation comparable to the android mobiles.
Positive,Best phone from the iphone series
Positive,While playing camera and video recording the phone is getting heated
Positive,Touch
Positive,THIS IS THE BEST SMART PHONE I HAVE USED
Positive,First phone amazing
Positive,"The iPhone stands out as a testament to the blend of sophisticated design and cutting-edge technology that Apple is renowned for. With each new iteration, the iPhone continues to push the boundaries of what we expect from a smartphone.Firstly, the design of the iPhone is both elegant and functional. The sleek, minimalist look is not just about aesthetics; it's a reflection of the advanced technology housed within. The build quality is exceptional, with a premium feel that you notice the moment you hold it."
Positive,My phone screen got damaged by just applying little pressure. No dents or cracks. Full screen black green and blue. Took 27k just to replace screen by authorised service center.
Positive,"Its been a couple of weeks since i get the phone, everything is perfect but lately i got this issue with over heating, i do not play any games my phone usage is mild but still this heating won't stop. I am out of words because i paid so much for this and still got this issue. Is there anything we can do about this ? Suggestion accepted .Thankiu"
Positive,Very nice attractive phone serv8ce
Positive,Go for itI am using this phone for more than 6 months now and its working with charm since I bought it.Its still feels just like new for handling same as I used on day 1Really IOS is so polished that you wont be observing any lag or hang state on phone
Positive,Each thing is good but as visible midnight Black that is totally different which I find so could be better if it's totally black or z black.
Positive,"Just to be different, iPhone is there, useless OS, very few features, looks like a matchbox or a cigarette case. Use it if you want miss out on many great features of Android."
Positive,User friendly
Positive,Perfect business phone with excellent camera quality ..if yo love to do the photography its right choice
Positive,FANTASTIC is the word to describe the experience. Coming from 10 years as android user including Pixel 4.
Positive,Awesome performance. cameraís are beast
Positive,Amazing phone with great features. User friendly wont be switching to android again I think
Positive,The camera quality is very good and the proceser is actually surpriseing hai na ki nhi hai hai na tu baas
Positive,took some time to adapt the new interface from android but its all worth it in the end.What's Great?1. Display2. Camera3. Stereo Sound4. Battery5. User InterfaceWhat you will miss?1. Fingerprint scanner2. Jio switch to video call directly from voice call (Facetime !)
Positive,"Truely amazed with its performance, though I miss my second kidney .... Still happy and surviving... Go for it today..."
Positive,"After iPhone 4, I am going back to the Apple ecosystem, by purchasing iPhone 13. In the meantime I have used several Android and Windows phones. This is the best, though at a much higher cost. The battery life is a surprise, with a good life of over almost two days, with normal use."
Positive,"Scores high on style, looks, great camera, fast. iPhone set-up from previous versions of iPhone is very very fast and smooth. Entire set-up took just 10-15 mins and everything was copied over w/o any loss of data. Face ID set-up is very powerful. Battery life could be still better. Obviously price point could be a little more affordable."
Positive,Itís a great upgradeÖcamera is good..
Positive,Value for money
Positive,The midnight colour is little bit like navy blue and besides all the things are good and also I like the new cinematic mode of it.Itís good
Positive,"The smartphone marketplace has changed drastically over the span of the past few years. Over the years, it has become more competitive than ever before with a lot of smartphone makers launching their flagship devices every six months. Amid these challenging times Apple, like a bunch of other companies, has maintained a yearly update cycle for its iPhones. In this series, the company, as is customary, announced the iPhone 13 as its successor to last yearís iPhone 12.The newly launched iPhone 13 delivers minor upgrades over the iPhone 12, which includes a smarter camera, a brighter display, a bigger battery and of course, a more advanced processor to name a few. Then there are features like a smaller notch and a less pronounced rear camera module that might seem insignificant compared to the mentioned features but make a world of difference when it comes to usage. Sure, itís a tad bit heavier than the iPhone 12 but if you compare it with some of the older iPhone models, like the iPhone 11 or the iPhone XR that I have been using, for what seems like aeons now, you will be grateful for everything that the iPhone 13 offers."
Positive,"Best camera with cinematic mode, the wide-angle is good,  but the night vision contains noise. the battery backup is good."
Positive,Apple full value of money
Positive,It's very beautiful and weight less so it's very easy to carry.So nice
Positive,I want to use this phone for my whole day work.
Positive,Packaging was very questionable but phone is great
Positive,Nice
Positive,Superb
Positive,"Moving from android to ios was not very easy however, now settling down slowly after initially facing lots of issue. Was expecting more from camera particularly in photo section and battery. Rest only time will tell If a U turn would be needed or not."
Positive,Perfect for iphone lovers.
Positive,"Build Quality is Far better than other competitors in market, one the best Smartphones under 60k. As I switched from Mi11x so I miss 120htz refresh rate in this Phone, but apart from that everything works perfectly especially Camera."
Positive,"I snagged the iPhone 13 during the Great Indian Festival for an unbeatable price of 45,000, and let me tell you, it's been a game-changer in every way!Screen: The display is absolutely stunning ñ crisp, vibrant, and the colors pop like never before. Watching videos or scrolling through photos is a treat for the eyes. No complaints here!Hanging: Zero issues with hanging or lagging. This phone handles multitasking like a champ. Switching between apps is smooth, and I haven't experienced any frustrating delays.Battery: The battery life is surprisingly impressive. I can go a full day with normal usage, and it still has juice left in the tank. No more anxiously searching for a charger midday ñ a definite win!Comfort: The sleek design makes it a pleasure to hold, and the phone is just the right weight. It feels premium and comfortable in my hand, making it a joy to use for extended periods.Image Quality: The camera on the iPhone 13 is a true standout. The photos are sharp, and the night mode is a game-changer for capturing memories in low light. Selfies have never looked this good!Color: I went for the classic Midnight color, and it's elegant and timeless. The finish adds a touch of sophistication, and it doesn't attract fingerprints like some other phones I've had in the past.In summary, getting the iPhone 13 during the Great Indian Festival was an absolute steal. From the incredible screen to the reliable battery life and stunning camera, it's exceeded my expectations. If you're on the fence, take the plunge ñ you won't be disappointed."
Positive,"Here's a review for the iPhone 13 128GB in Midnight color:Title: A Sleek and Powerful Device!Rating: 5/5I'm absolutely loving my new iPhone 13 in Midnight color! The sleek design and stunning display make it a head-turner. With 128GB of storage, I have plenty of space for my favorite apps, photos, and music.The camera is incredible, capturing crisp and vibrant images even in low light. The battery life is impressive, lasting me a full day with heavy use. The A15 Bionic chip delivers lightning-fast performance, making everything from gaming to multitasking a breeze.The Midnight color is sleek and sophisticated, and the OLED display is simply gorgeous. I couldn't be happier with my purchase!Pros:- Stunning display- Excellent camera performance- Fast performance- Long battery life- Sleek designCons: None!Overall, I highly recommend the iPhone 13 128GB in Midnight color to anyone looking for a top-notch smartphone!"
Positive,I am happy to share that my personal review. iPhone is very smooth to handle. Display was too good. Camera quality is amazing.Worth it ??
Positive,Superb deviceAnd helpful deal amazon
Positive,All is well
Positive,??????
Positive,Best
Positive,Mastt
Positive,Best
Positive,After use of 1 week Iím write the review this is nice iPhone fast battery charging & good battery backup of 1 dayís.Thanks Amazon
Negetive,Hanging issue camera not working properly battery discharge without using .App not working properly. 10k redmi mobile much better than iphone 13. Waste of money and time don't buy . Just for showoff this mobile is ok but if available in 7-8k only .
Negetive,"No star for product and services of amazon.I received used product. On unboxing it was found that temper glass was already affixed. Product was having zero charge(usually new products come with some charge). It takes around 45 mins to get 12% charge. On switching it on the phone setup was already done. While checking IEMI no displayed on phone was different to that mentioned on product box. Display was poor and touch response was too slow that I have to wait. Battery drains Soo quickly..Also, I have ordered for 128gb phone and they provide me 512 gb defective phone."
Negetive,Rear Camera not working and unable to replace mobile.
Negetive,Donít buy iPhone from this Becoz of difference in price of 2k to 4K.they are giving damaged!!/copy piece even common people can difficult to diffrentiate.I have brought 4 months back camera is working /portrait camera is not working. So many software glitches are coming .so shameful to this reputed website.
Negetive,The silent button is not working nd the window was also closed very early i want to replace it please help me or fix me this issue
Negetive,I got defective piece in which face Id and camera sensors not working went to repair centre for repair Amazon customer doesn't respond to replacement I repaired my new device
Negetive,"I bought this phone and within 12 hours its display stopped working, replacement option is not working, Amazon customer service not connecting, its a total scam."
Negetive,Android is the best
Neutral,"I am using I phone product since its inception and happy with all its products but this is the first  I phone I bought from Amazon all other purchases were  made from I phone store.  To my disappointment it had issues like transferring data from my old I phone and also Gmail is not getting installed, couple of calls from Apple Customer support also couldnt fix the issue. They now said it will take 1 or 2 months to solve the issue. My visit to a Apple store in Kammanahalli Bengaluru-43, was also a disappointment as they said to fix this issue I need to pay 2600-00. Also Customer support mentioned there is difference if you buy from Apple store & buying from Amazon, the former  would have replaced the device immediately/solved the issue.:("
Negetive,Not satisfied with the packing of the shipment apart that product is genuine and upto the mark. Thanks
Negetive,Purchase in sale but lighting cable is duplicate and who know iPhone is original or not. Please donít buy in sale or amazon or non authorised centre
Negetive,"After a long wait for Great indian festival , I ordered a iPhone 13 and received on 13th October,  the delivery also horrible. After receiving the product , for one day .I charged phone fully on 90%  but it always stop to 30% within 5 hours on low power mode without using any social network application , camera including web browser . the battery information gives report of clearly shows in graph ,  usage of phone. but power Downed for few hours after the full charge .then I contacted the Apple team. they suggested to reset the phone and update the latest  17 iOS. butI am not satisfied with the solution and then I contacted the Amazon customer care they gave a simple of it .It is a brand warranty . warranty so you should contact the Apple service centre . I paid 48000 for this one. Really I am disappointment with the both seller and brand also"
Negetive,"Heating , sounds not goodOnly name and brand practical experience very poorPeople buying for status onlyÖ this is the practical experience with 90% users"
Neutral,Apple is just a name. I was android user with little bit tech knowledge. There is lots of connivence is missing in iphone compare to android. I phone guys are still living in old age. OS is not at all user friendly.
Negetive,Had to purchase charger from outsideSo I like to rate it lowBut the phone itself is awesome ??
Negetive,"I paid 73,000 for a phone but they don't give a charger! Thats so cheap about apple. Apple told that they are not giving charger to cut down on waste. Good decision. If they think everyone has an iphone and compatible charger, then why they need to produce new phones in the first place? To cut down waste and save environment, they can stop producing phone as well, right? So all these corporate giants who talk about environment actually has a different intention. My 2 stars is not for the phone, but for their cheap tactics to cheat people."
Negetive,I order 9 oct and receive 20 oct to late delivery from Amazon
Negetive,Its just 2 days and the device is overheatingÖ. Amazon service is worstÖ. they routed me to Apple service centre instead of replacing the phone
Negetive,Charger khrb ho gaya hai.. bht aarhinhai.. data cable khrb ho gayi hai..
Negetive,I am not satisfied.this phone Over heating camera not clearly
Positive,"Design:The iPhone 13 retains the iconic design of its predecessors, but with some subtle refinements. The overall construction is sleek and elegant, featuring a durable aerospace-grade aluminum frame and ceramic shield front cover for improved durability. The device is available in a range of attractive colors, catering to different aesthetic preferences.Display:One of the most significant upgrades is the stunning Super Retina XDR display, which offers vivid colors, deep blacks, and outstanding brightness. The improved refresh rate provides smoother scrolling and more responsive touch interactions, making it a delight to use for various tasks, from browsing the web to watching videos and playing games.Performance:Powered by the latest A15 Bionic chip, the iPhone 13 delivers exceptional performance across the board. The processing power ensures seamless multitasking, swift app launches, and impressive gaming capabilities. The neural engine's advancements further enhance machine learning tasks, contributing to better efficiency and smarter features.Camera:The iPhone 13's camera system is a standout feature, significantly raising the bar for mobile photography and videography. The dual-camera setup, comprising wide and ultra-wide lenses, captures stunning images with sharp detail, accurate colors, and improved low-light performance. The addition of Cinematic mode for video recording introduces a new level of creativity, allowing users to achieve professional-looking focus transitions and selective focus effects.Battery Life:The iPhone 13 boasts impressive battery life, keeping pace with the demands of modern usage. Whether you're streaming content, navigating with GPS, or engaging in video calls, the device offers extended endurance, reducing the need for frequent recharging. This improvement is a game-changer for users who rely on their smartphones throughout the day.Connectivity:With support for 5G networks, the iPhone 13 ensures faster download and upload speeds, enabling seamless streaming, swift downloads, and lag-free online experiences. The expanded 5G coverage allows users to stay connected in more locations, tapping into the potential of next-generation connectivity."
Positive,If under 45k go for it  never get regret
Positive,Itís a awesome ??
Positive,Does it really need review?
Positive,Nice product in this price range....Go for it
Positive,Value of money product.brightness display battery all over good
Positive,"Excellent Processor, Crisp display, stunning camera"
Positive,Good but battery problem display is good charger is good sound good performance is good but battery issues
Positive,It was an amazing phone either than heating issues we can get an absolute cinematic experience in cinematic mode@apple
Positive,Overall is good
Positive,Handy
Positive,Overall good
Positive,Good
Positive,"As everyone knows it is very Good mobile, but how ever you use battery health percentage will keep decreasing, for me this only issue with iphones"
Positive,Being an Apple user for several years I love iPhones
Positive,good
Positive,"The iPhone 13 is a solid upgrade, especially for those coming from older models. Its improvements in battery life, camera capabilities, and processing power make it a worthwhile consideration. However, if you already have an iPhone 12, the changes might not be significant enough to justify an immediate upgrade unless the new camera features or increased battery life are particularly important to you"
Positive,Phone looks good as expected and working is amazing.
Positive,"Though I am not so big techy, I am happy to use it easily without any hassles.  The phone is handy, slim and easy to operate.  With little effort, I could use it happily."
Positive,But still using
Positive,Nice
Positive,Amazing very smooth to use
Positive,"Design:The iPhone 13 retains the classic Apple design with a sleek and modern appearance. It's available in various colors, catering to different tastes. The build quality is top-notch, with a Ceramic Shield front cover and durable materials that feel premium in hand.Display:The device features a Super Retina XDR OLED display, which offers vibrant colors, deep blacks, and impressive brightness. It's perfect for watching videos, browsing the web, or gaming. The display quality enhances the overall user experience.Performance:Apple's A15 Bionic chip powers the iPhone 13, and it's a powerhouse. The device handles multitasking and demanding applications with ease. It's an excellent choice for both casual and power users. The performance improvements extend to better gaming experiences and faster app launches.Camera:The iPhone 13's camera system offers impressive photography capabilities. It features a dual-camera setup with sensor-shift optical image stabilization, Night mode, and Deep Fusion. These features result in stunning photos, even in low light conditions. The Pro models offer even more advanced camera options.Battery Life:One notable improvement is the battery life. The iPhone 13 provides all-day battery life, which is a significant advantage for users who rely on their phones for work and entertainment. You can expect long-lasting performance without frequent recharging.Software:The device runs on iOS, Apple's operating system known for its stability, security, and regular updates. iOS 15 brings new features like Focus mode, improved notifications, and enhanced FaceTime capabilities, which enhance the overall user experience.Connectivity:The iPhone 13 supports 5G connectivity, ensuring faster download and streaming speeds. It's also equipped with Wi-Fi 6 and offers a seamless online experience."
Positive,"I got 100% original product that too with proper packaging and no defect. Display, sound quality, camera all were perfect.Charging code is in the box with iphone"
Positive,Name at its best
Positive,Pros :- 1) Offcourse a clean apple os2) A beast for gaming3) Battery backup decent4) Display is best in the segment5) The feel when keeping it in hand was awesomeCons :- 1) Camera performance was very much decreased after upgrading to ios 17.4.12) Heatís much while gaming and not using the a seperate fan for device
Positive,Good and very prompt delivery. Itís working fine
Positive,I'm happy with Amazon service.Original product delivered
Positive,Very nice
Positive,Really very smart
Positive,Satisfied
Positive,"iPhone 13 is best for all the features like its battery life is very good , display is ultra hd , this phone has very fast charging like in 1 hour it fully charge your phone , i have used this mobile since last year and this is best value for money mobile phone under this price . It is better then iphone 14"
Positive,"I must say, it has exceeded my expectations in many ways. The product I received was genuine, and the camera is absolutely lovely, capturing moments with stunning clarity and vividness. Overall, the iPhone 13 delivers a significant upgrade over my previous Android device, and although I was initially skeptical about downgrading from a 120Hz display to 60Hz, the phone's performance feels far from clunky or sluggish.The camera system on the iPhone 13 is nothing short of impressive. It produces stunning images, offering a level of detail and color accuracy.In terms of performance, the iPhone 13 truly shines. Its powerful A15 Bionic chip ensures smooth multitasking, seamless app navigation, and impressive gaming experiences. The device feels snappy and responsive, effortlessly handling resource-intensive tasks. I appreciate the optimized performance that comes with the iPhone 13.Now, let's address the issue that left me somewhat disappointedóthe packaging. Considering the price tag of 61,000 INR, one would expect more attention to be paid to the packaging. Unfortunately, the phone arrived in a flimsy packet, which had clearly been subjected to the challenges of long-distance transportation. The iPhone box itself was damaged, but luckily, the phone inside was unharmed. It's disheartening to see such carelessness from the seller Appario Retail when it comes to packaging such an expensive device. I hope this issue can be addressed by the seller to ensure a better customer experience in the future.Despite the packaging mishap, the iPhone 13 has proven to be a remarkable device. If you're looking to switch from Android or upgrade from an older iPhone, the iPhone 13 is definitely worth considering."
Positive,"Iím not a phone fanatic but here is my simple and honest review.As someone who has only used windows and android phones I must say, iPhone is a good upgrade. I do, however, have some issues with the phone. If you are a hard core android user then you WILL face some issues. As in, the fact that iPhone does not have built in call recording feature. In the case of messages, you can reply from the drawer itself but does not have mark as read option. Truecaller absolutely does not work in this phone. I am a premium member on truecaller and it is of no use cause i still get bombarded with spam calls. Dual sim is one nano sim and the other e-sim, no dual tray for both your sim card. I am having issues with screencast/mirroring as well. In short, all the small little things that seems normal and oneís that youíre used to in an android is basically missing in an iPhone. Other than that the phone is great. Camera is great with a lot of features (which Iím still learning). Sound is great. No annoying nudges to keep updating apps. Itíll silently update in the background without the prompt message that it is being updated. Easy to use once you get the hang of it.Update:- i have been using this phone since Marchí23 so itís been 2 months now and I have found that this phone is starting to lag a little. Not much, just a little but it is annoying (having spent so much money youíd expect more). Also, even with full network bars i sometimes struggle to get net connection. I have to rely on wifi most of the times and it has become a burden."
Positive,"Likes -1. A good display2. Great dual speaker sound quality3. Itís fast. I am using for more than a month and it never hanged.4. Updated to IOS 16 and unlike Android phones it is bug free or has very less bugs5. Long term software & security support (a very few Android phone manufacturers gives 5 years OS support with less bugs)6. Consistent camera. I would say the camera is not so hi fi but takes consistently good photos7. Apps are well optimized. Even google apps like YouTube, Maps, Gmail etc works better in IOS rather than their own proprietary OS8. Widgets in IOS 15 and 16. Android has widgets for decades now but IOS took the user experience to a whole new level.9. The new boxy design (introduced with iPhone 12) is cool and looks good.10. Network & call quality is good.11. Haptic feedback is awesome.Dislikes (Some dislikes are due to myself being an Android user for decades)1. The ugly notch. Though they made a dynamic island with iPhone 14 but lets accept the truth its still ugly compared to the hole punch2. Battery life & charging speed.3. Lack of customization. I canít place the icons wherever i feel like on the screen.4. Lack of fingerprint scanner. Face id is good but fingerprint scanner is more practical, specially when you pay contactless5. Being an Android user I am used to with swipe from the right edge of the screen to go back. In iPhone this is not working & you need to reach out to actual back buttons of the app.6. Settings app is messy as all installed app would show up on the main page. I would say Android settings app is more sophisticated.7. Lastly the price shouldíve been less. With all discounts & all it comes ~60k INR and its costly.Overall I am satisfied switching to iPhone 13 from Android (used OnePlus 6t for 3 years). Last time I switched to iPhone was with iPhone 5S and I couldnít stay for 6 months and switched to Android again. But this time IOS is better in terms of consistency & user experience."
Positive,Best Smartphone under 50k for real. A little heating problem during charging otherwise worth every penny
Positive,Overall good
Positive,Very good productÖnice packing and delivery on time..thank u Amazon..
Positive,Great
Negetive,"iPhone 13 is not 6'1 inches it is smaller 5'7 inchs , I want everyone to know this. See my image"
Negetive,Over night battery loss
Negetive,Eats battery like a syrup lol ??.
Negetive,"GamingNot good for Gaming Pubg,Bgmi,Free fire and minecraft lags in this device after 1-1.30hours of gaming and also it heats so much also in front of ac lags so much and gives only 20fps while lagging, Ghost Touch Issue and Not Screen Touch issue while using in charging. Dont buy this buy and other pro or over pros models minimum and also dont update till it gives up"
Negetive,Copy I phone sold by AmazonFace lock unlocked with my and brother faceLack of secrecy0 star
Negetive,I got scratches on  camera lensBad experienceI need return my productsI think Android is better than iPhones
Negetive,I donít like iPhone becoz I phone is not user friendly like android and iPhone is one type of jail you cannot install 3rd party apps without jailbreak after jailbreak phone is working not properly thank youÖÖ.
Negetive,the phone undoubtedly the best. ig not purchased from amazon
Negetive,Facing issue to charge it.
Negetive,Best quality but this phone is scratch on display I am not satisfy this phone replacement I hope Amazon send me a new phone
Negetive,Not working properly kinldy replace the item immediately
Negetive,Not expected this from Amazon.
Negetive,Heating problemsÖ jab bhi phone open karta hu heat karne lagta he Ö bekaar he ye phone
Negetive,I cannot hear the voice properly on calling and also have charging issues
Neutral,I feel camera quality is at par what I expected
Neutral,Well. I expected a better battery for this.Rest all is pretty well
Negetive,Everything about this iphone is good axcept battery. I have tp charge it twice a day and camera is good not best but video recording is beast settings app hangs sometimes and background app refresh doesn't work properly maybe it will get better with update
Negetive,Genuine products but packaging needs improvement
Negetive,"1. Mob is getting heated upon charging2. Camera quality is pathetic, one would look worse than their adhar card images.Camera quality for night is fine but not upto the mark, as one would wish in such expensive mobiles.3. The touch is not working properly at all and specially in Instagram.4. Amazon service is more pathetic than this  mob. We chose to replace, but it asked for refund. The status is to be refunded but no body yet has come to receive the mob. Every day they say in next 1-2 days and from past 2 weeks nobody recollected, I am using my old mob.Better buy Apple from shops and not onli e"
Negetive,After 2 days display not workingReturn kar raha hu to bol raha haiSeller ke pass stock nhi haiJab tak stock aayga tab tak meri replacement date khatam ho jaygiDon't boy any products in amazone app
Positive,"Definitely top notch, no doubt about it. iPhone 13 is my first apple product. Really impressed!!!"
Positive,Best in the budget Ö No compromise on quality
Positive,"Good enough Received genuine product from Amazon , so that is a plus."
Positive,Good offers
Positive,Very nice and camera quality is great. More importantly the cinematic video
Positive,Everything is good
Positive,Package and phone was delivered in good condition
Positive,Great performance. Apple never disappoints but still very heavy on wallets
Positive,It's really a value for money.
Positive,Jakasss
Positive,Best phone
Positive,Good product by apple
Positive,"Great product, wonderful experience."
Positive,"Planning to buy it , I hope I get a better experience ,  hardly waiting  to buy but green colour want to experience charging quality appearance and features"
Positive,"íve been using the iPhone 13 for the past 3-4 months, and I am thoroughly impressed with its overall performance. The A15 Bionic chip ensures smooth and lag-free operation, making multitasking a breeze.The camera quality is a standout feature, capturing vivid and detailed photos in various lighting conditions. The Night mode improvements are noticeable, delivering clear and sharp images even in low-light environments. The Cinematic mode for videos adds a professional touch, creating engaging and dynamic content."
Positive,"I had a 5 year old Redmi phone.I was unhappy as call recording stopped working, carrier video calling stopped working, battery charging speed reduced, fingerprint stopped working etc etc...So I bought an iPhone.Now I'm happy - it has no call recording (so cannot stop working), no carrier video calling (so cannot stop working), slow battery charging, no fingerprint (so cannot stop working) etc etc..."
Positive,"Outstanding Mobile??, Face Id Very Fast Even in night mode, Battery backup almost 1 day, Camera is superb, If your budget is around 60-70k, Go for it????"
Positive,Apple cheap company does not give a charger in the box.
Positive,Disappointed due to defect in camera.
Positive,"I am happy with this purchase. I purchased it at a good price, and it has excellent features. Love it."
Positive,Have switched to iPhone from android. The display and UI/UX is just uncomparable. Loving every part of it.
Positive,"Nice product.But, delivery was late. I didn't get any updates for late delivery reason. I had to follow up with Amazon chat support."
Positive,"If you're running an iPhone 11, any of the models in that range, then, yes, the iPhone 13 is definitely worth an upgrade."
Positive,"Excessive heating while setup, backup n restore"
Positive,WOW
Positive,Good working and safe packing
Positive,So beautiful so elegant just looking like a wow
Positive,Battery life is good
Positive,I GOT THIS AT 53000 256GB VARIENT AFTER EXCHANGE ONE OF THE BEST ?? IAM VERY HAPPY
Positive,More than the quality of the product it is important how much you are ready to pay to own the brand.
Positive,Perfect phone
Positive,This is what you need
Positive,very much satisfied with phone.... everything is working good. No wonder Apple is the best!!
Positive,Nice product
Positive,Good without any issues.
Positive,Good product
Positive,"No cons, only prosCamPerformanceBatteryAll rounder"
Positive,"It took more than 4 days to arrive, packaging was not that protective either, the product could have been damaged but thank god its not.I was not confident enogh before ordering it from appario retail, looking at the reviews and complains all over the internet for seller, but everything is fine i got the device without any issues."
Positive,Quality wise ?? ?? ?? thank you Amazon ?? ????
Positive,Damnn ?? first time iphone user and trust me my experience with this one is god damnn unbelievable. ?????? it Looks great. Audio Quality is good and the Camera Quality ison another level ???? all over i loved it so much... ????
Positive,Thanks a lot Amazon for the early delivery. Thanks to Appario also. Received a genuine iPhone 13 256 GB and it was verified by Apple remote diagnostics. The phone is really awesome.. Camera is more than my expectation and music is unbelievable. Battery is easily giving me 1.5 days of backup.. Amazing experience. Loving it....
Positive,Camera is goodLooking elegantBattery is hopeless
Positive,"The iPhone 13ís brighter display, longer battery life and powerful cameras make it the best iPhone for the money. But we wish it had faster charging and the iPhone 13 Pro.Pros+Brighter display+Great cameras+Compelling Cinematic video mode+Class-leading performance+Very good battery life"
Positive,"Amazing phone , Amazing Battery life , Stunning camera , and the videos are like wooooow , every one is sure to ask you which device did you use to upload these premium quality videos . Battery is rocking gives more than a day backup"
Positive,Delivery is pretty quick got in one day .Camera quality is very good and phone is supersmooth just like a butter and this is 256 Gb variant .Thanks amazon and Appario for selling original product in well discounted price.
Positive,"Well, i just love my iphone. No complaints. Just took some time to adjust to this but now it's perfect."
Positive,1. Touch Screen ??2. Camera quality too good3. No heat issue4. Sound is Cristal clear5. Easy to use Cheap price value of money ??
Positive,This device is worth buying.Amazing ??
Positive,Best phone to buy during sale..
Positive,#Camara is outstanding#Battery Backup need improvement#All is well
Positive,NYC looking  amazing  good service
Positive,It's performance is osoom n camera quality is very good
Positive,I received my iphone in very good condition.Thanks amazon .
Positive,I find this perfect colour is amazing I would suggest this to everyone
Positive,"Nothing to say much as iPhone is finally iPhone , only thing of 13 is good price especially during Amazone sale. If anyone is confused between 13, 14, or 15. And if price is factor go for 13"
Positive,iPhone is good but they are double the cost for what they offerMaybe thrice
Positive,"9,/10"
Positive,Good product
Positive,Nyc phone
Positive,Just canít express my feeling.I am switching to ios from android and its super amazing. I was a bit worried at the time of delivery as I havenít get the option for open box inspection. Rest all is fine . And about the phone there is no word which describes its . The most amazing and popular phone on the planet. Works really amaze
Positive,"Product is just wao...... But it took 15days to deliver and the packaging was very very poor, there was no plastic bag covered.. For packaging iam giving 1star only"
Positive,"Got my iphone 13 pink today and i must say the colour is just amazing....Finally purchased something expensive from my own money. I've been working hard and saving up for a while now, and it feels so good to finally be able to buy something that I've wanted for so long.Even a small purchase can bring big happiness, especially when you've earned the money yourself. ??"
Positive,Awesome experience after uses. It is totally value of money.
